,발생시간,메세지,경도,위도,고속도로,콘존ID,방향
2253,2017-02-03,경부고속도로 서초IC 반포IC 4차로 후미정체 고장 차량 서울청,127.022619730079,37.4926492484645,경부고속도로,"['0010CZS520', '0010CZE520', 0.18163250608622908, 0.18163250608622908]",0
2254,2017-02-04,경부고속도로 판교방향 서초IC 양재IC 4차로 후미정체 주의운행 교통사고 서울청,127.036807656026,37.4666311236356,경부고속도로,"['0010CZS510', '0010CZE510', 0.3738755055524035, 0.3738755055524035]",0
2255,2017-02-05,경부고속도로 동탄JC남측(경부선) 동탄JC북측(경부선) 부근 4차로 승용차 고장으로 정차 중 주의운전 고장 차량 -,127.096125592863,37.1805456309037,경부고속도로,"['0010CZS470', '0010CZE470', 13.610080426935447, 13.610080426935447]",0
2256,2017-02-05,경부고속도로 서울방향 서초IC 반포IC 2차로 후미정체 주의운행 교통사고 서울청,127.022770212287,37.4922969259174,경부고속도로,"['0010CZS520', '0010CZE520', 0.15285051828979937, 0.15285051828979937]",0
2257,2017-02-05,경부고속도로 기흥동탄IC 기흥IC남측(본선) 1차로 승용차 관련사고 주의운전 교통사고 -,127.100335471682,37.2209435089032,경부고속도로,"['0010CZS470', '0010CZE470', 10.882938353404901, 10.882938353404901]",0
2258,2017-02-05,경부고속도로 서울방향 양재IC 서초IC 23차로 후미정체 주의운행  교통사고 서울청,127.02750033762,37.4795311402149,경부고속도로,"['0010CZS510', '0010CZE510', 0.17546056801568782, 0.17546056801568782]",0
2259,2017-02-06,경부고속도로 잠원IC 반포IC 2차로 후미정체 주의운행 교통사고 서울청,127.017008492387,37.5066800170879,경부고속도로,"['0010CZS521', '0010CZE521', 0.2151812827412427, 0.2151812827412427]",0
2260,2017-02-06,경부고속도로 양재IC 서초IC 25차로 2건 후미정체 주의운행 교통사고 서울청,127.037103495197,37.4665329058915,경부고속도로,"['0010CZS510', '0010CZE510', 0.4051578054265245, 0.4051578054265245]",0
2261,2017-02-06,경부고속도로 반포IC 서초IC 2차로 후미정체 교통사고 서울청,127.0219856457,37.4938522946989,경부고속도로,"['0010CZS520', '0010CZE520', 0.28743800605077724, 0.28743800605077724]",0
2262,2017-02-06,경부고속도로 반포IC 잠원IC 1차로 후미정체 교통사고 서울청,127.016915111359,37.507642849414,경부고속도로,"['0010CZS521', '0010CZE521', 0.27505968714395024, 0.27505968714395024]",0
2263,2017-02-06,경부고속도로 (한남대교방향) 반포IC앞 1차로  교통사고 서울청,127.018534319737,37.5032489497792,경부고속도로,"['0010CZS521', '0010CZE521', 0.07042392977923281, 0.07042392977923281]",0
2264,2017-02-07,경부고속도로 반포IC 서초IC 3차로 지체 고장 차량 서울청,127.023951078215,37.4885600540818,경부고속도로,"['0010CZS520', '0010CZE520', 0.12983137675418197, 0.12983137675418197]",0
2265,2017-02-09,경부고속도로 수원IC북측(본선) 신갈JC남측(경부선본선) 12차로 주의운전 교통사고,127.103896614826,37.2718788675658,경부고속도로,"['0010CZS470', '0010CZE470', 7.462467142760056, 7.462467142760056]",0
2266,2017-02-09,경부고속도로 기흥IC북측(본선) 수원IC남측(본선) 2차로 승용차 관련사고 처리 중 주의운전 교통사고 -,127.107086544377,37.2310171339081,경부고속도로,"['0010CZS470', '0010CZE470', 10.212591064528613, 10.212591064528613]",0
2267,2017-02-09,경부고속도로 서초IC 반포IC 3차로 후미정체 교통사고 서울청,127.023439449728,37.4905483528722,경부고속도로,"['0010CZS520', '0010CZE520', 0.016334453328344562, 0.016334453328344562]",0
2268,2017-02-09,경부고속도로 기흥동탄IC 기흥IC남측(본선) 12차로 승용차 관련 추돌사고 정체 교통사고 -,127.100373613217,37.2210045611269,경부고속도로,"['0010CZS470', '0010CZE470', 10.878726774364079, 10.878726774364079]",0
